name,sport,nationality,sex,date_of_birth,age (at start of games),height (m),weight (kg),BMI,gold,silver,bronze,
Lexi Weeks,athletics,USA,female,11/20/96,19.7,,,,0,0,0,
Leydi Laura Moya,modern pentathlon,CUB,female,4/16/92,24.3,1.70,68,23.5,0,0,0,
Leyla Rajabi,athletics,IRI,female,4/18/83,33.3,1.87,100,28.6,0,0,0,
Li Du,shooting,CHN,female,3/5/82,34.4,1.70,55,19.0,0,1,1,
Li Guo,aquatics,CHN,female,5/11/93,23.3,1.67,54,19.4,0,1,0,
Li Lin,volleyball,CHN,female,7/5/92,24.1,1.71,70,23.9,1,0,0,
Li Yang,football,CHN,female,1/31/91,25.5,1.67,58,20.8,0,0,0,
Lia Neal,aquatics,USA,female,2/13/95,21.5,1.78,74,23.4,0,1,0,
Liadagmis Povea,athletics,CUB,female,2/6/96,20.5,1.66,52,18.9,0,0,0,
Liam Adams,athletics,AUS,male,9/4/86,29.9,1.78,64,20.2,0,0,0,
Liam Bertazzo,cycling,ITA,male,2/17/92,24.5,1.85,70,20.5,0,0,0,
Liam Heath,canoe,GBR,male,8/17/84,32.0,1.82,81,24.5,1,1,0,
Liam Phillips,cycling,GBR,male,3/11/89,27.4,1.81,85,25.9,0,0,0,
Liam Pitchford,table tennis,GBR,male,7/12/93,23.1,1.86,67,19.4,0,0,0,
Lian Yuan Wang,triathlon,CHN,female,8/26/94,22.0,1.67,60,21.5,0,0,0,
Liana Salazar,football,COL,female,9/16/92,23.9,1.69,52,18.2,0,0,0,
Lianna Swan,aquatics,PAK,female,3/25/97,19.4,1.65,67,24.6,0,0,0,
Lianne Tan,badminton,BEL,female,11/20/90,25.7,1.60,54,21.1,0,0,0,
Libania Grenot,athletics,ITA,female,7/12/83,33.1,1.75,60,19.6,0,0,0,
Libuse Jahodova,shooting,CZE,female,5/31/92,24.2,1.63,52,19.6,0,0,0,
Licet Hernandez,rowing,CUB,female,4/14/93,23.3,1.68,57,20.2,0,0,0,
Lidewij Welten,hockey,NED,female,7/16/90,26.1,1.70,64,22.1,0,1,0,
Lidia Valentin Perez,weightlifting,ESP,female,2/10/85,31.5,1.69,74,25.9,0,0,1,
Lidiane Lopes,athletics,CPV,female,9/1/94,21.9,1.78,70,22.1,0,0,0,
Lidiia Sichenikova,archery,UKR,female,2/3/93,23.5,1.83,69,20.6,0,0,0,
Lieke Wevers,gymnastics,NED,female,9/17/91,24.9,1.67,54,19.4,0,0,0,
Liemarvin Bonevacia,athletics,NED,male,4/5/89,27.4,1.85,74,21.6,0,0,0,
Lies Rustenburg,rowing,NED,female,4/8/90,26.3,1.83,74,22.1,0,0,0,
Liina Laasma,athletics,EST,female,1/13/92,24.6,1.74,67,22.1,0,0,0,
Liina Luik,athletics,EST,female,10/14/85,30.8,1.64,48,17.8,0,0,0,
Lijia Xu,sailing,CHN,female,8/30/87,29.0,1.76,60,19.4,0,0,0,
Lijiao Gong,athletics,CHN,female,1/24/89,27.5,1.75,105,34.3,0,0,0,
Lijun Chen,weightlifting,CHN,male,2/8/93,23.5,1.62,62,23.6,0,0,0,
Lijun Zu,aquatics,CHN,male,11/26/89,26.7,1.88,87,24.6,0,0,0,
Likourgos-Stefanos Tsakonas,athletics,GRE,male,3/8/90,26.4,1.85,80,23.4,0,0,0,
Lilia Fisikowici,athletics,MDA,female,3/29/89,27.4,1.70,52,18.0,0,0,0,
Lilian Castro,shooting,ESA,female,12/19/86,29.6,1.64,63,23.4,0,0,0,
Lilian de Geus,sailing,NED,female,10/13/91,24.8,1.64,57,21.2,0,0,0,
Liliana da Silva Venancio,handball,ANG,female,9/19/95,20.9,1.80,93,28.7,0,0,0,
Liliana Fernandez Steiner,volleyball,ESP,female,1/4/87,29.6,1.78,75,23.7,0,0,0,
Liliana Ibanez Lopez,aquatics,MEX,female,1/30/91,25.5,1.80,70,21.6,0,0,0,
Liliana Neto,athletics,ANG,female,1/29/97,19.5,1.66,57,20.7,0,0,0,
Liliana Szilagyi,aquatics,HUN,female,11/19/96,19.7,1.75,62,20.2,0,0,0,
Lilima Minz,hockey,IND,female,4/10/94,22.3,1.58,52,20.8,0,0,0,
Lilit Harutyunyan,athletics,ARM,female,4/4/93,23.4,1.64,55,20.4,0,0,0,
Liliyana Natsir,badminton,INA,female,9/9/85,30.9,1.69,62,21.7,1,0,0,
Lilly King,aquatics,USA,female,2/10/97,19.5,1.76,70,22.6,2,0,0,
Lily Luik,athletics,EST,female,10/14/85,30.8,1.63,48,18.1,0,0,0,
Lily Owsley,hockey,GBR,female,12/10/94,21.7,1.70,70,24.2,1,0,0,
Lily Zhang,table tennis,USA,female,6/16/96,20.2,1.66,58,21.0,0,0,0,
Lin Gui,table tennis,BRA,female,10/1/93,22.9,1.68,52,18.4,0,0,0,
Lin Peng,aquatics,CHN,female,4/4/95,21.4,1.83,73,21.8,0,0,0,
Lina Guerin,rugby sevens,FRA,female,4/16/91,25.3,1.75,64,20.9,0,0,0,
Lina Magull,football,GER,female,8/15/94,22.0,1.64,59,21.9,0,0,0,
Lina Marcela Rivas Ordonez,weightlifting,COL,female,4/24/90,26.3,1.59,58,22.9,0,0,0,
Lina Saltyte,rowing,LTU,female,2/9/87,29.5,1.84,70,20.7,0,0,0,
Lina Zhao,football,CHN,female,9/18/91,24.9,1.88,67,19.0,0,0,0,
Linda Algotsson,equestrian,SWE,female,3/22/72,44.4,1.62,50,19.1,0,0,0,
Linda Bolder,judo,ISR,female,7/3/88,28.1,1.73,70,23.4,0,0,0,
Linda Cerruti,aquatics,ITA,female,10/7/93,22.8,1.73,56,18.7,0,0,0,
Linda Fahrni,sailing,SUI,female,5/25/93,23.2,1.57,56,22.7,0,0,0,
Linda Indergand,cycling,SUI,female,7/13/93,23.1,1.69,65,22.8,0,0,0,
Linda Motlhalo,football,RSA,female,7/1/98,18.1,1.62,47,17.9,0,0,0,
Linda Sandblom,athletics,FIN,female,10/18/89,26.8,1.76,62,20.0,0,0,0,
Linda Sembrant,football,SWE,female,5/15/87,29.2,1.75,66,21.6,0,1,0,
Linda Stahl,athletics,GER,female,10/2/85,30.9,1.76,79,25.5,0,0,0,
Linda Villumsen,cycling,NZL,female,4/9/85,31.3,1.65,58,21.3,0,0,0,
Linda Zetchiri,badminton,BUL,female,7/27/87,29.0,1.69,58,20.3,0,0,0,
Lindaweni Fanetri,badminton,INA,female,1/18/90,26.6,1.67,60,21.5,0,0,0,
Linden Hall,athletics,AUS,female,6/20/91,25.1,1.67,51,18.3,0,0,0,
Lindiwe Magwede,football,ZIM,female,12/1/91,24.7,1.76,59,19.0,0,0,0,
Lindolfo Delgado,boxing,MEX,male,12/31/94,21.6,1.74,,,0,0,0,
Lindon Victor,athletics,GRN,male,2/28/93,23.4,,,,0,0,0,
Lindsay Hanekom,athletics,RSA,male,5/15/93,23.2,1.78,66,20.8,0,0,0,
Lindsay Jennerich,rowing,CAN,female,7/30/82,34.0,1.65,59,21.7,0,1,0,
Lindsay Whalen,basketball,USA,female,5/9/82,34.3,1.75,72,23.5,1,0,0,
Lindsey Harding,basketball,BLR,female,6/12/84,32.2,1.73,65,21.7,0,0,0,
Lindsey Horan,football,USA,female,5/26/94,22.2,1.75,76,24.8,0,0,0,
Line Kjaersfeldt,badminton,DEN,female,4/20/94,22.3,1.75,65,21.2,0,0,0,
Linet Arasa,rugby sevens,KEN,female,1/1/96,20.6,1.73,61,20.4,0,0,0,
Ling Li,athletics,CHN,female,7/6/89,27.1,1.85,63,18.4,0,0,0,
Ling Zhang,rowing,CHN,female,2/27/97,19.4,1.82,75,22.6,0,0,0,
Ling Zhang,gymnastics,CHN,female,9/18/92,23.9,1.72,51,17.2,0,0,0,
Lingwei Kong,athletics,CHN,female,7/28/95,21.0,1.63,51,19.2,0,0,0,
Lingwei Li,athletics,CHN,female,1/26/89,27.5,1.74,72,23.8,0,0,0,
Linn Blohm,handball,SWE,female,5/20/92,24.2,1.80,79,24.4,0,0,0,
Linnea Stensils,canoe,SWE,female,3/8/94,22.4,1.78,69,21.8,0,0,0,
Linnea Torstensson,handball,SWE,female,3/30/83,33.4,1.86,82,23.7,0,0,0,
Linn-Kristin Riegelhuth Koren,handball,NOR,female,8/1/84,32.0,1.75,,,0,0,1,
Lino Munoz,badminton,MEX,male,2/8/91,25.5,1.74,65,21.5,0,0,0,
Linus Butt,hockey,GER,male,3/12/87,29.4,1.86,83,24.0,0,0,1,
Liosbel Hernandez,rowing,CUB,male,12/17/83,32.7,1.90,70,19.4,0,0,0,
Lisa Altenburg,hockey,GER,female,9/23/89,26.9,1.55,58,24.1,0,0,1,
Lisa Brennauer,cycling,GER,female,6/8/88,28.2,1.68,63,22.3,0,0,0,
Lisa Carrington,canoe,NZL,female,6/23/89,27.1,1.68,63,22.3,1,0,1,
Lisa Dahlkvist,football,SWE,female,2/6/87,29.5,1.73,68,22.7,0,1,0,
Lisa Darmanin,sailing,AUS,female,8/27/91,25.0,1.68,65,23.0,0,1,0,
Lisa de Vanna,football,AUS,female,11/14/84,31.7,1.56,56,23.0,0,0,0,
Lisa Ecker,gymnastics,AUT,female,9/19/92,23.9,1.57,55,22.3,0,0,0,
Lisa Ericson,sailing,SWE,female,5/9/88,28.3,1.65,60,22.0,0,0,0,
Lisa Graf,aquatics,GER,female,11/13/92,23.7,1.83,69,20.6,0,0,0,
Lisa Hahner,athletics,GER,female,11/20/89,26.7,1.67,50,17.9,0,0,0,
Lisa Jane Weightman,athletics,AUS,female,1/16/79,37.6,1.57,44,17.9,0,0,0,
Lisa Klein,cycling,GER,female,7/15/96,20.1,1.70,62,21.5,0,0,0,
Lisa Mayer,athletics,GER,female,5/2/96,20.3,1.71,57,19.5,0,0,0,
Lisa Norden,triathlon,SWE,female,11/24/84,31.7,1.76,60,19.4,0,0,0,
Lisa Roman,rowing,CAN,female,9/17/89,26.9,1.78,76,24.0,0,0,0,
Lisa Ryzih,athletics,GER,female,9/27/88,27.9,1.79,62,19.4,0,0,0,
Lisa Schmidla,rowing,GER,female,6/5/91,25.2,1.73,76,25.4,1,0,0,
Lisa Schutze,hockey,GER,female,10/5/96,19.8,1.72,61,20.6,0,0,1,
Lisa Unruh,archery,GER,female,4/12/88,28.3,1.80,68,21.0,0,1,0,
Lisa Weiss,football,GER,female,10/29/87,28.8,1.71,67,22.9,0,0,0,
